file_name,component_count,total_instances
"Brand Filter - ""Selected"" state behaviour",1,0
Causes: ZMS modules,1,0
"Design Edits—Design Review 1 with Leadership (Stacia, Reza, Stefan)",1,0
App Statement Summer 2024,1,0
Pillar 3: Brand Follow Justification Badge,1,0
2025_Q2_Seasonal Campaign_Summer Production,1,0
SSO Upgrade: Solution Design,1,0
Pick-up Point Awareness,1,0
Creator Space Label (App) - Component Breakdown,1,0
Exploration: Links,1,0
[Zalon Archive] User Side - Design Critique Templates,1,0
Coworking session: Confirmation page,1,0
Beauty Items - User Testing,1,0
[Archived] Reviews - Tiny accordion,1,0
Plus Rebranding M2,1,0
Exploration: Search & autosuggest,1,0
Marketing Services | Sponsored Brand Home,1,0
VC Label,1,0
Sustainabilty Launch Stories,1,0
App Statement Winter 23/24,1,0
Credit & Gift Cards Explorations,1,0
Pre-Season Quantity Recommendation,1,0
"Twint — Design Playground, 2021",1,0
WiP,1,0
Page Loading,1,0
ZMS | Article Selection & Recommendations (Copy),1,0
[WIP] CXP - Point of Reference,1,0
Market Illustration workfile,1,0
ZMS | Article Selection & Recommendations,1,0
MARINE SERRE,1,0
Brand Refresh 2025 Lounge - Product,1,0
Showstopper,1,0
Recommerce service blueprint,1,0
SPACU wireframes,1,0
Statement x zStudio Design Templates,1,0
2023 Jan - Brainstorming for VFR x ZMS Pilot 3 - part 2,1,0
"Buy Now Pay Later —  Launch Stories Toolkit, 04.2022",1,0
"Buy Now Pay Later —  Simplified Flow, 02.2022",1,0
Visual Design Refinements,1,0
Accessibility project UAE  - Ref store,1,0
Exploration: Empty states,1,0
Label: Colour Snap Updates 2021,1,0
Themed Homes Entry Points workshop,1,0
Follow button documentation,1,0
Exploring Collections - Anchors,1,0
"MobileSDK — Design Review, 2022",1,0
DesignSprints_Programmatic&DisplayAds_24,1,0
Homepage redesign,1,0
Plus Library,1,0
Outfit View: Carousel vs Feed,1,0
Lounge by Zalando – Brand refresh presentations,1,0
Prototypes for Research CW 27 & 28,1,0
02_OnePortal M2 IA - Sitemaps,1,0
Support Pages,1,0
Zalando Measure: Prototype All,1,0
x Archive - 2022-06 - Workfile - Mobile order fulfillment,1,0
Baggable Flag,1,0
2022 Mar - VFR - decision-making,1,0
Sponsored: On,1,0
[outdated] Campfire - Structured PDP,1,0
"Payments for Order Bundling — Delivery Slip M1 User Testing, 03.2024",1,0
Remarkable Release - 22.04.2022,1,0
Storytelling M2 - Main stage,1,0
TDE Launch Story,1,0
2023.08 - Lancôme x Zalando,1,0
Transactional emails updates,1,0
25 - EPP Mokcups,1,0
Catalog onboarding with 2D sizes,1,0
Top picks for you M3,1,0
ICAD,1,0
[Zalon Archive] Stylist Side - New Communication Design,1,0
Wanderlust - Hypotheses Conversation (Copy),1,0
Wanderlust - Hypotheses Conversation,1,0
ZMS Guidelines,1,0
Video component,1,0
Merchant UI V.02 [MFI],1,0
Exploration: Caorusel,1,0
Sitemap X accessibility annotations,1,0
Design Archives,1,0
SC M1 – Onboarding+ content workshop,1,0
Zalando Assistant Future Vision Concepts,1,0
CuCa: Web Form - Reclamation Updates,1,0
Product Information Display - Baseline File,1,0
Sephora Loyalty Program,1,0
[ORDER EXPERIENCE] Pending orders & autocancellation [CR],1,0
Ways of Figma - A - Design Review 01,1,0
P1 Playbook,1,0
24_SummerOfSport_ReleasePages,1,0
Welcome / 11th April User Zoom Testing (TEMPORARY BOARD),1,0
[Accessibility] Header & Footer Specs,1,0
Order history: new price breakdown,1,0
CuCa Sitemap,1,0
Capital markets day demo,1,0
Attribute Insights (HVAR - High Value Attribute Reporting),1,0
Sitemap updates,1,0
Zalando_BrandHub_Presentation_v1_April25_INT,1,0
Simplified Delivery Slip,1,0
[Archive 01.2025] LUX Library 2.52.0 [Unified Library] (Copy),1,0
Figma library testing,1,0
"Sponsored:  Levi's If Not Now, When?",1,0
Felix_Testing,1,0
Change Log,1,0
[Zalon Archive] User Side - Customer Account Deletion,1,0
22.08.2021 - Storytelling Pitch - Assets,1,0
Altitude - MICRO-MOMENTS: ORDER,1,0
Motion Automation Toolkit Sprint,1,0
Campaign Planner Tool,1,0
Launch Stories : Adaptive M0 (Copy),1,0
Zalon - Service Options & Fake Door test,1,0
Campaign Tagging,1,0
Sports Ratings & Reviews,1,0
00 [WIP] Reviews Specs,1,0
Draft / Platform Journeys: Landing page A/B test,1,0
BM VM,1,0
Carrier Injection Hub +Configuration,1,0
Redesign Sprint week 2 (Alecio),1,0
Cyber week 2022,1,0
Button Redesign,1,0
Paula:VN-CR-Reversal on Demand,1,0
Streetwear '24 strategy,1,0
InclusiveFootwear_LandingPage,1,0
Shipping Notice – Attachment types,1,0
Luxury Beauty - Baseline File,1,0
Plus Wrapped,1,0
Mylounge - THB,1,0
Brand catalog  - No hits,1,0
Statement - 2025.07 July,1,0
[outdated] Figma Skillshare - Prototype,1,0
Design Sprints_PDP Creative,1,0
Re:loop solution design whiteboard,1,0
Zalando Partner Brandbook_July Update_WORKING_w/text styles,1,0
NCR Cyber Week Journey,1,0
Shared File June Launch,1,0
WP 12 Brand Home & Collection,1,0
[Discovery] UAE: Unified User Account,1,0
Rebranded LP & Signup Flow,1,0
Launch Stories (Asset management),1,0
Unstructured data processing - QPE,1,0
Rachael | Design crit. folder,1,0
Custom Brand Home,1,0
Shipping Notice – Key Screens,1,0
Customer Journey Vision - Idea Mapping Framework,1,0
[Prototype] Write review on PDP,1,0
Size Filter Overhaul,1,0
Sharing outfits - Wardrobe,1,0
FIT & SHAPE COMMUNICATION (Copy),1,0
Launch Story_Order Management UI,1,0
Ad-Hoc Designs - Content Lab,1,0
Newsletter Phase 1/2/3 templates,1,0
Designer - Reasons for churn,1,0
Digital Order North 💫 Explorations,1,0
(WIP) ZDS Library: The Statement theme Tiles,1,0
Material scale,1,0
Design review 01: Platform Journeys FS to ZL,1,0
CuCa: Self Help: Missing Items or Parcel - Web & Mobile,1,0
Zalando Loyalty Program_Sprint,1,0
Entry Point Assets,1,0
DPS for RefStore: [Design sprint] PDP,1,0
Launch Stories Toolkit [Drag & Drop it to your space],1,0
Design Critique,1,0
⏯️  Pause Button Icon Design,1,0
"Home, PDP, Catalog Outfits",1,0
Zalando x Vans x Little Simz,1,0
MyLounge Design Sprint,1,0
Platform Journeys sprint prototype,1,0
Articles - Pricing - UI - 0.0.2 Edit Price - Concept,1,0
Specs - VFR Campaign 04,1,0
Sponsored Collections Expansion,1,0
Content Transformation Track 2 - Content Framework,1,0
Purchase + Redemption Flows,1,0
WP 6 Video Player,1,0
Home Feed - Assets & Documentation,1,0
Creator Space Label,1,0
Inspire Squad : Quick wins Specs 2023,1,0
[Clickdummy] Shipping Notices,1,0
Pricing - Insights: Sales events,1,0
TB.360 Playground,1,0
Exploration: Caorusel (Copy),1,0
Design Sprints_SoMe_Carousels,1,0
[ REMARKABLE RELEASE ] Mapping Tiles & Components,1,0
Partner Onboarding - Account Setup,1,0
AI Partner Assistant - First release (& find help from tooling),1,0
[Zalon Archive] User Side - Kickstarter Week - Beauty Livestream,1,0
Sponsored: Boss x Steiff,1,0
[UX Carousel CW11/12] Debrief board - Project Next,1,0
Systemisation_Brand Refresh_Sprint_Oct2024,1,0
DSA - Plus,1,0
📱 User Research [CW15] -  Prototype,1,0
Karl Lagerfeld Jeans x Atelier Reservé,1,0
DVF x Zalando,1,0
Zircle,1,0
"Payments for Order Bundling — Observers' Space, 02.2024",1,0
WP 16 Selectors,1,0
SSO Apps M2,1,0
GBS - Usability Test,1,0
Pattern exploration: Stack button,1,0
Buttons review,1,0
Carrier Injection Hub +Configuration (Copy),1,0
Design Materials,1,0
Privacy consent for the APP,1,0
Exploration: App store,1,0
Presentation for Designer,1,0
Article Performance _ Archive 2021 and earlier,1,0
CULTURAL STORY - REEBOK,1,0
Brand Extension Sprint,1,0
Body measurement - SVG sequences,1,0
Recommerce | Ways of Working,1,0
x Archive - 2023-03 Workfile - Mobile order fulfillment,1,0
Design Review 08/12/2021,1,0
Size Profile - GDPR,1,0
ASO - iPad rejection June 2025,1,0
Your size user testing,1,0
Disruptions,1,0
2025_Q2_App Statement Summer Production,1,0
SC M1 – FAQ content work,1,0
Diversifying Campaign Discovery (Copy),1,0
Designer Brand pitch,1,0
[Zalon Archive] User Side - WS2 - Dashboard Quick Redesign - Desktop,1,0
Error Messages,1,0
Email,1,0
Fair Usage Policy,1,0
Buy Now Pay Later —   2.0 Germany - Deferred Payment - Project 2021,1,0
[Zalon Archive] User Side - Stylist Advice,1,0
ZTS Content Types,1,0
"Buy Now Pay Later — Benchmark & References, 12.2021",1,0
VFR User Tests,1,0
0_Point of Reference: Browse,1,0
Sponsored: Karl Lagerfeld - Studio,1,0
✅  Test ZDS icons,1,0
[Zalon Archive] User Side - Personal Shopping_Gate1,1,0
Your measurements,1,0
Cross Campaign Filtering,1,0
Idea,1,0
Free Delivery - Prototypes,1,0
Personalisation Journey,1,0
Sponsored: Ray-Ban Meta,1,0
Work File Fritz,1,0
App Statement Autumn 2024,1,0
ZDS Email: Basics,1,0
Write button on PDP,1,0
Middle Mile Product,1,0
Profile Workshop - Creator and Brand Profiles,1,0
0_Point of Reference: Activate,1,0
Onboarding design,1,0
Bill of Material,1,0
[Zalon Archive] User Side - Personal Shopping on Plus - MVP Brainstorming,1,0
Marketing Services | Homepage 🐘 | Takeover,1,0
Sales Banner,1,0
Multimedia Outfit View - Milestone 1,1,0
Project Starter,1,0
Local - Flywheel Explorations,1,0
Creator Sponsored Outfits - All flows,1,0
[China Team] Livestream,1,0
Explorations: Disabled state,1,0
How To Style It,1,0
User Mapping,1,0
Exploration: Logos,1,0
Want-it Tile,1,0
Marketing meets education,1,0
Info message A/B test Q1 2024,1,0
Talent Profiles,1,0
TDE - Style Guide,1,0
Statement - 2025.10 October,1,0
Partner Support // Playground [Design],1,0
Designer22_LandingPage_Wireframes_Flight_2,1,0
Beauty items - Showcase prototypes,1,0
ZDS Documentation: Template,1,0
Click Dummies—S1,1,0
Price Increase Email campaign,1,0
Content Tooling Mapping Information,1,0
ZDS Documentation: Template (Copy),1,0
Holiday Campaign 2022,1,0
Layla_Testing,1,0
Cross Platform Journeys- Lounge to FS,1,0
WP 15 Onboarding & Splash Screen,1,0
FS STA  EMAIL,1,0
Design Sprint_DPA,1,0
Media Controls,1,0
Team profile - POOLAS,1,0
Size & Fit_Your measurements entry and exit overview,1,0
Sponsored: FILA,1,0
Size reco variants,1,0
Filter flyout,1,0
PS future state,1,0
Vision - Articles Experience Vision - PP/CR Focus - Initial delivery,1,0
Saige_Testing,1,0
Yard and Dock Graveyard 2,1,0
Operation Orders Cockpit - New Order Wizard,1,0
Figma onboarding for engineers,1,0
Launchstory Email Design System,1,0
Brand Home control,1,0
Pre-owned ZMS Landing Page,1,0
"99_Deprecated_OnePortal – Milestones, Outlook & Ideation Playground",1,0
Order bundling M3,1,0
Maddy_Testing,1,0
Sponsored: REPLAY LSC Extension,1,0
Plus Presentation templates,1,0
WebOrder Improvements USS1,1,0
"Articles - Pricing - UI - 0.0.3 Edit Price, Bulk Discount, Internationalization",1,0
Product Information Display - Benchmarks,1,0
Loading States,1,0
Manual MCF Article Data Validation UI,1,0
Sponsored products ads - campaign structure,1,0
Beauty Advice - Baseline File,1,0
testing,1,0
Partner Onboarding - Account Setup (Copy),1,0
Community Branding – Branding Library v1.0 Backup,1,0
Landing and Topic Overview Page,1,0
[Zalon Archive] User Side - Mockups - Style Advice Chat,1,0
Sponsored: Lacoste Aura,1,0
Last Mile (Masterfile) (Copy),1,0
Marketing Services | Landing page Guideline,1,0
Stock Return Request,1,0
[Zalon Archive] User Side - Design Sprint W5 - Backup Files,1,0
"Swish — Design Playground, 08.2022",1,0
Plus at Lounge M1: Handover,1,0
SalesToolkit22_Explorations,1,0
Flexible Price Display,1,0
Deep Dive | Product card,1,0
Workshop with Pillar 3,1,0
Sprint 1 Prototype,1,0
Brand mark sizing_Brand Refresh_Sprint,1,0
Marketing Services | Homepage 🐘 | Awareness Teaser,1,0
🚫 OUTDATED [PAX Guidelines] StarterKit,1,0
M2 + Redesign Harmonization,1,0
[Zalon Archive] User Side - Design Sprint WS5,1,0
Accessibility Design Tool Testing,1,0
Manu_Testing,1,0
Erica_Testing,1,0
Customer connect Storyboard (Copy),1,0
Site mapping,1,0
Collect fashion preferences post-onboarding,1,0
Exploration: Disapproved Icons,1,0
Sephora - Launch story,1,0
The Statement - PDP revamp - Brainstorming,1,0
Upsort Upcoming Campaigns once Live,1,0
Post-registration Landing experience - M2,1,0
Scheduling improvements - CH start times,1,0
[Zalon Archive] User Side - Ideathon_Ozlem_Your Zeason,1,0
Summer Garden 2025,1,0
Add base component,1,0
No base component,1,0
Workshop with Pillar 4,1,0
PPCCS - User Testing Prototype,1,0
Plus flag - Carousel,1,0
Partner Marketing Sept. Launch: Share File,1,0
Library-test v 2.1.1,1,0
Zalando Partner - Rebranding explorations,1,0
Zalando Partner - Rebranding explorations (Copy),1,0
22.08.2021 - Storytelling Presentation,1,0
Promo Video Creator Expansion,1,0
On my way - Salomon,1,0
x ARCHIVE Offers - Article availability management,1,0
Component Breakdown Example,1,0
[OUTDATED] Adaptive Research Prototype,1,0
List-item [Update test],1,0
OUTFIT TASK,1,0
Accessibility checklist,1,0
ASO Q2 2025 Product Update Exploration (Copy),1,0
Adaptive Research Prototype [Official],1,0
Accessibility Sprint,1,0
Wearable Pick,1,0
x Archive 8-2022 Retail Connect,1,0
Lounge Benefits in Plus Home,1,0
Pre-owned convenience benefits,1,0
"Filters & Sorting  Q1, Q2 Q3 2025",1,0
Articles - Pricing - UI - 0.0.4.1 Edit Price - Concept,1,0
v2 Zalando Partner - Rebranding explorations,1,0
Customer Journey Map (+Expo),1,0
[Archive] Finder tile,1,0
Marketing Services | Advertising |Guideline Assets,1,0
Beauty Ratings & Reviews - Prototypes,1,0
Inbound Q1 release,1,0
Payment SDK - Web,1,0
Change Log / Email notifications,1,0
2021_zDirect Onboarding Journey Vision,1,0
Attribute Updates M1 - Optional  - QPE,1,0
Rack Management,1,0
Adaptive Design Sprint,1,0
template - PA GUIDE,1,0
Brand Home Content Types,1,0
EOSS SS22 - PA GUIDE,1,0
[ UI & UX ] - Prototype Update (30.11.2021),1,0
User Testing CW1,1,0
Specs Design Template (Exploration),1,0
Offer page,1,0
Meta DPA,1,0
[ CO-CREATION ]  —  Quick Synthesis,1,0
24 Hours,1,0
Entry Points - Competitive Benchmark,1,0
ASO Sales Intro Exploration,1,0
[Zalon Archive] User Side - Drag & Drop it to your space (Beta) (Copy),1,0
"Buy Now Pay Later — Design Review BNPL DE 2.0, 03.2022",1,0
Cyber Week Playbook,1,0
Theming,1,0
[LOGISTICS] PP Return Label Generation,1,0
[ARCHIVED] 2024,1,0
WP 8 Authorship,1,0
Video Stream AI Prototype Explorations,1,0
Drag & Drop it to your space (Beta) (Copy) (Copy),1,0
Top Picks for You: Explorations v1 & Prototypes,1,0
Please duplicate the document,1,0
Size & Fit Journey - July 2020,1,0
Onboarding Concepts,1,0
x Archive - 2021-09 - MOBILE Process (scanning idea),1,0
Archives,1,0
[DEPRECATED] Sell Emails,1,0
The Statement vs. Zalando Live,1,0
Marketing Loop CBM,1,0
Reviews + NPS emails,1,0
WS - Intro to ZP theme,1,0
[ CO-CREATION ]  —  Workshop / Group A,1,0
Modular PDP - Competitor Study,1,0
ASO Videos Preview,1,0
Rebranding - Acquisition workshop,1,0
Launchstory Template,1,0
[ORDER EXPERIENCE] Pending Orders: Autocancellation + rerouting [CR],1,0
Recommerce key screens - mgmt update 170622,1,0
Commitment decision communication,1,0
Early Access M2:  Membership area,1,0
Pricing - Insights: Sales events ✨ AI PLAYGROUND,1,0
Sustainability - sitemap updates,1,0
Brand Stories - launch story template,1,0
CR Customer Journey,1,0
Workshop with Pillar 1,1,0
Android SSO UI - M3,1,0
Pre & Post Purchase Brainstorming,1,0
Surface Brands from FS Follows,1,0
Early Access Storytelling,1,0
WP 4 Entry-point Card & Product Card,1,0
Project Neev,1,0
06-2022-Email: Branding Rollout,1,0
Accessibility Emails,1,0
Brand Retouch/ New font,1,0
Catalog header banner,1,0
Android SSO UI - M4,1,0
Shipping Notice – Archived DCs,1,0
Zalando Denim Mall Event (October),1,0
EXPLORATION Library Redesign,1,0
Early notification,1,0
App Download Banner M2,1,0
OnePortal - M1 - Prototype - June 2023,1,0
--Figma library testing,1,0
ZBS Provider Badge,1,0
"Templates from DMC visuals (slides, KVs, etc)",1,0
TB.360 - Benchmarking,1,0
Explorations,1,0
zLife assets Sustainability + D&I,1,0
Mix & Match: Brand Refresh,1,0
Inventory Management - Manual Inventory,1,0
Picklist - Archive,1,0
Founding Days 2024_Design Development_Sept2024,1,0
NCR Season Landing Page,1,0
Gifthub Wireframes,1,0
PBA graphic,1,0
Payment Experience Workshop,1,0
Artdirection Exploration,1,0
Container NIO,1,0
Account Deletion Q1 2023,1,0
F&L Directory,1,0
20_Size&fit marketing,1,0
Beauty Advice - Workshop,1,0
Operational Insights,1,0
DEMO - Figma Dev Mode,1,0
Seasonal color palette,1,0
[Archive] Livia | Flag & Causes Exploration,1,0
Continue where you left,1,0
SDK Payments to LUX,1,0
GBS Squad Q3/Q4 2023,1,0
Zalando x Lululemon,1,0
French Anti-Waste Law,1,0
GBS Squad : Quick wins Q2 2023,1,0
WP 7 Headers & Banners,1,0
Network,1,0
Specs Design Template (Clean) (Copy),1,0
Platform Journeys FS to Lounge: solution design,1,0
Birthday email,1,0
Ways of Figma - Articles,1,0
Backstage Content Workflow,1,0
Toolkit 22_PA GUIDE,1,0
Partner self-service,1,0
Gift with purchase - Prototypes,1,0
Video Landing Page,1,0
Inbound parity+ for zDirect,1,0
[Experiment] ZMS,1,0
Gift with purchase – Discovery,1,0
Category and Theme Entry Points on Home,1,0
Lifecycle Email Overview,1,0
Design critique 04/05 - Sponsored Outfits CX,1,0
✍ Annotation playpen,1,0
High Return Rate Workfile,1,0
"GBS - Q3 Connect by Brands, Reduce the Confusion Web, Search",1,0
Ad Manager Global Styles,1,0
Launch Stories - Privacy Portal Apps,1,0
TB.360 - Trading,1,0
"""For someone else"" behaviour",1,0
Cloudinary banner,1,0
Puma x A$AP Rocky,1,0
Consultation hours,1,0
[Banxware] Merchant financing rollout in zDirect,1,0
02_OnePortal portal name,1,0
CRM Library 0.3,1,0
2025_Q3_Seasonal Campaign_Autumn Winter Production,1,0
Dashboard Extension Outlook,1,0
Relocation (Hard) Cutoffs,1,0
Spot Promise,1,0
Design Sprint / Catalog,1,0
ZMS Lookbook tile,1,0
Balance Relevance and Discovery in Search,1,0
Project retrospectives archive (before FigJam),1,0
DSA Illustrations,1,0
Emoji examples,1,0
Reviews - Write review button on PDP,1,0
Size&Fit Vision - Sacrificial concepts,1,0
Seasonal Winter Q4 2025,1,0
Size&Fit Vision - LightHouse,1,0
Holiday22 - Digital Guidelines,1,0
consumer test,1,0
Presentation Prototype,1,0
Filters on POs,1,0
Digital Templates,1,0
Picklist - Workfile,1,0
July+Sept release prototype,1,0
🧡 ZDS NEXT: Tiles,1,0
Zalando Co-branding Strategy Toolkit_Feb25_v01 (WIP),1,0
Pillar 3 Premise Templates,1,0
Tailor Concepts Q1 2024,1,0
Illustrations Playground,1,0
PDP Experiments,1,0
Push for native app download,1,0
Altitude - MICRO-MOMENTS: ORDER (CLEANED for MARION to Review),1,0
SSO Mapping (Deprecated) - Q1 2024,1,0
🖍 Explorations,1,0
Toolset experience,1,0
Localised Experience in the Nords,1,0
Rapid prototyping exercise,1,0
Size charts,1,0
Localised Experience in the Nords (Copy),1,0
Content Moderation UI,1,0
Accessibility Audit - Activate,1,0
Presentation designs,1,0
Templare Re do (2),1,0
x Archive - 2023 -  CR App - Other,1,0
Nishita,1,0
Transportation Transparency Non-DDP,1,0
Defect Workshop Spring 2022,1,0
Zalando Dublin - hoodie designs - 5yrs ann,1,0
Campaign Reporting [PAX Update],1,0
Workshop with Pillar 2,1,0
Home Feed -> BRified,1,0
ZDS Sandbox,1,0
"Buy Now Pay Later — Main Flow, 04.2022",1,0
Outbound Overview & Event Promise Exploration,1,0
Newsletter,1,0
Test,1,0
Saiges additions,1,0
Gifting,1,0
Product Strategy update visuals,1,0
App Statement Winter 2024,1,0
Onsite Marketing,1,0
[Archived] [Buckle] Styles - Icons,1,0
Zalando x Dayy - Education experience input,1,0
SC M1 – 2. Design Sprint – Board,1,0
WP X Stories Entry points,1,0
TP4U M3 Specs,1,0
Google Login through Instagram embedded browser,1,0
Design Systems - Experiments - Working File,1,0
Personalized Ranking,1,0
PS journey,1,0
"MobilePay — Design Playground, 09.2021",1,0
Quality at inbound PL,1,0
Tests with icons ZDS,1,0
Customizable Jersey,1,0
Articles - Pricing - UI - 0.0.4.2 Edit Price - Concept,1,0
External — Payments for Order Bundling,1,0
Partner self service (archived),1,0
"Size on Lounge: Discovery, Definition, Visiontype",1,0
APM 2.0 [2023],1,0
Transitions audit,1,0
New User Auth Mapping - Q2 2025,1,0
CBM/Newsletter (Copy),1,0
Flexible AMD - Async upload,1,0
OLD_Zalando Co-branding Toolkit_Feb25_v01_March2025 (WIP),1,0
Modular PDP - Insight Mapping,1,0
Plus home - Launch story,1,0
Exploration: Size picker,1,0
ZMS | CIF & Wallet,1,0
Specs Default Cover [Drag & Drop it to your space],1,0
UAT Design Changes,1,0
RDS > PAX hackathon,1,0
Beauty Subscription Hub - Mockup,1,0
ZDS Plugin/Widget Publishing,1,0
Mylounge campaign banner,1,0
x Archive - 2023-02 Delivery doc - Mobile order fulfillment,1,0
Retrieved from sitemap,1,0
Hotfix Stories Toolkit,1,0
Cards & Product cards,1,0
[Zalon Archive] User Side - Demand Team: Contextual advice,1,0
Pillar 2 | Team,1,0
Dashboard (Copy),1,0
[Zalon Archive] User Side - WS2 - Single Signon,1,0
Audit - Drawer vs Modal,1,0
ZMS Visual Divider (WIP) (Copy),1,0
ZMS Visual Divider (WIP),1,0
Audit - SearchField,1,0
Icon language_Use cases,1,0
Playground,1,0
Components Playground,1,0
Sandbox_Orders,1,0
Shipping Notices + Forecast,1,0
Articles - ASO - Archived Designs,1,0
Expired items retrieval,1,0
DS Merger - Gap analysis,1,0
"Buy Now Pay Later — User Test BNPL DE Findings, 04.2022",1,0
Design Concepts,1,0
Buttons,1,0
Launch Stories - Sharing in Wardrobe,1,0
Error Message Pages,1,0
[Archive] Workfile -  CR App - Other,1,0
Early Access Bugs,1,0
Statement - 2026.01 January,1,0
2024 DPA Sprint_Template,1,0
Retail Connect (Copy),1,0
ASO Custom Template  Exploration,1,0
[LOGISTICS] PP RLG - CXM Cockpit & Merchant Profile Cockpit UI,1,0
CuCa: Delivery Email - WfM Delayed,1,0
[v3] Annotation Components,1,0
Omnibus Pricing Compliance in Cart & Checkout,1,0
Elephant - Profile + Boards [Beauty],1,0
Zalando B2B Mailing Templates,1,0
Prototype: Header behaviour in ecosystem,1,0
HUB Migration,1,0
Creator Profile,1,0
Offers - Article availability management,1,0
ZPU merge,1,0
Techless Int. & Pricing - Prototype,1,0
SPA Campaigns | Country budget,1,0
Exploration: Drawer,1,0
Enhanced Reports [Figma],1,0
2025_Q3_App Statement Autumn Tweak,1,0
Unified Docs - Contentful Modules,1,0
SC M1 – competitor analysis,1,0
[Archive] AppStore&PlayStore assets & mock ups,1,0
Article Listing - ZSheet with Actions (Detailed Design),1,0
Express Checkout,1,0
Story,1,0
Trend Forecast - share,1,0
Reference Item Onboarding & Why Pop up,1,0
Campaign Planning Revamp,1,0
Data feed & inventory visibility,1,0
The Corner_Design sprint_2nd release_2026,1,0
Lounge Branding - Colour application Design Sprint,1,0
Design Sprint Share Out,1,0
2022 May - VFR x ZMS - Competitor Research and LoFi Flows,1,0
x Archive - 2022-08 - Workfile (Timo) - Mobile order fulfillment,1,0
Product Day swag 2025,1,0
"iDEAL 2.0 — User Testing, 07.2024",1,0
"How to: ZDS icons, pictograms & logos",1,0
x ARCHIVE -  Pricing - Displaying Prices UI - 1.0 - Detailed Design,1,0
"How to: ZDS icons, pictograms & logos (Copy)",1,0
Documentation Playground 2023,1,0
Gift card partners guidelines,1,0
HTS & Duty Rate Assignment,1,0
User Profile Benchmark Analysis,1,0
Designer - LMVH,1,0
Enrich Reports and Provide Actionability (M1),1,0
Expired sales newsletter landing page,1,0
Audit - Bulk actions,1,0
CPC assets overview @ CW22,1,0
Inspire Squad : Quick wins 2023,1,0
CCF [Design Specs],1,0
Co-branded campaign_Toolkits_April2025,1,0
Voucher CX Flows,1,0
ZDS presentation,1,0
zDirect Parity,1,0
DX Launch Stories,1,0
CuCa: Self Help - Dashboard - Concept & Proposals,1,0
Early Access M1: Guiding principles,1,0
PDP Principles Iteration,1,0
Article Listing - More Metadata (Concept Design),1,0
Sponsored & Branding campaigns (cloned)),1,0
DAS Assets,1,0
CuCa: Self Help: Entry points - Proposal,1,0
BFC,1,0
Support Material for Video Brief,1,0
✅ Test ZDS icons,1,0
Relocations Overview,1,0
[ CO-CREATION ]  —  Notes / Group A,1,0
ZAL x dayy _ Updates Pages Share File,1,0
ZMS landing page unmoderated test,1,0
Research repository and zLife Research logos,1,0
Show&Tell Qmeet,1,0
CBM/Newsletter,1,0
Figma Tidy Up-Template,1,0
Article vision - deck animations,1,0
[PAX Library] Components,1,0
27-04-2022-Email Brand Rollout Exploration,1,0
DXPII-4 Size and fit,1,0
Yard - Dock Management,1,0
Zalando Shop,1,0
Vogue Business Campaign,1,0
Articles - Pricing - UI - 0.0.2 Bulk Discount - Concept,1,0
Free Delivery,1,0
Lounge nudge handover,1,0
[Zalon Archive] User Side - What if we integrate at the current model?,1,0
Vision Workshop Outcome v 2.0,1,0
Unified Reporting Experience | Concept v2.0,1,0
Color Snapping (onsite),1,0
Body Measurements Core CX—Illustrations & Iconography,1,0
Zalando Co-branded Activations & Events_Toolkit_June25_v01,1,0
Inbound pickup services,1,0
CPC - New approach,1,0
Partner Communications Assets [OLD],1,0
TB.360 - Insights (2026),1,0
Design principles: do's and dont's,1,0
Tote Design,1,0
Homepage assets (+Environments) (Copy),1,0
Programmatic Responsive,1,0
Homepage assets (+Environments),1,0
Homepage,1,0
"Articles - Pricing - UI - 0.0.4.2 Bulk Discount, Price Report - Concept",1,0
Techless Integration & Market Expansion - Concept + STOCK - Copy of Techless,1,0
ZMS | Holistic Reporting Hub | Concept v1.0,1,0
Archiving (Detailed Design),1,0
Techless Integration & Market Expansion - Concept,1,0
Launch Stories - ICAD,1,0
3D Viewer Design,1,0
Figma Tidy Up,1,0
New Default - Braindump,1,0
"Design Critique | Article Selection | 15 Jun, 23",1,0
Brand Refresh_Final Review & Roll-out,1,0
"Trustly — Design Playground, 2020",1,0
Sustainable Packaging Polybags,1,0
WIP Shape and Fit filter,1,0
PDP Zoom Gallery concept,1,0
RDS Partner Facing Apps Migration to PAX,1,0
Search - revise  margin issues,1,0
Coupons Opt-in/Opt-out,1,0
"Newsletter (Look, Trend & Hotlist)",1,0
Collections Experience - Status quo 2021,1,0
Managed Service Reports,1,0
"-> Attribute updates M2 / 2 - All attributes - Part 2 - Prototype, refinement & specifications",1,0
Search bar updates - fix ZA icon,1,0
Sales & Video Deck Assets,1,0
[LOGISTICS] Carrier Configuration,1,0
Unified CXM,1,0
02_OnePortal - Ideation on future main menu solutions,1,0
Zalando SRM26,1,0
[ DEFINITION ]  —  Principles (Content & Experience),1,0
PAX Patterns Workfile,1,0
Stark Demo - 12.02.2025,1,0
[Buckle Internal] Workflow & Library (Copy),1,0
Gift card B2C // Assets,1,0
[DS Internal] Workflow & Library,1,0
Ad Man | SPA | Global & Country | Enhanced campaign controls,1,0
TB.360/Exploration,1,0
Leo x Recommerce onboarding,1,0
💡 ZDS NEXT Library [Exploration ONLY],1,0
🖍 Explorations M1,1,0
IAM_Okta,1,0
